fl_date	mkt_unique_carrier	branded_code_share	mkt_carrier	mkt_carrier_fl_num	op_unique_carrier	tail_num	op_carrier_fl_num	origin_airport_id	origin	origin_city_name	dest_airport_id	dest	dest_city_name	crs_dep_time	dep_time	dep_delay	taxi_out	wheels_off	wheels_on	taxi_in	crs_arr_time	arr_time	arr_delay	cancelled	cancellation_code	diverted	dup	crs_elapsed_time	actual_elapsed_time	air_time	flights	distance	carrier_delay	weather_delay	nas_delay	security_delay	late_aircraft_delay	first_dep_time	total_add_gtime	longest_add_gtime	no_name
2019-10-08	WN	WN	WN	2014	WN	N7858A	2014	12892	LAX	Los Angeles, CA	14893	SMF	Sacramento, CA	1840	1839	-1	10	1849	1950	5	2010	1955	-15	0		0	N	90	76	61	1	373									
2018-07-23	DL	DL_CODESHARE	DL	5388	9E	N8969A	5388	10821	BWI	Baltimore, MD	14492	RDU	Raleigh/Durham, NC	1526	1619	53	20	1639	1729	3	1636	1732	56	0		0	N	70	73	50	1	255	0	7	3	0	46				
2019-02-28	AS	AS_CODESHARE	AS	3354	OO	N193SY	3354	14831	SJC	San Jose, CA	11259	DAL	Dallas, TX	945	1019	34	12	1031	1524	4	1520	1528	8	0		0	N	215	189	173	1	1450									
2018-06-25	WN	WN	WN	464	WN	N7702A	464	11292	DEN	Denver, CO	13871	OMA	Omaha, NE	1350	1346	-4	11	1357	1604	3	1615	1607	-8	0		0	N	85	81	67	1	472									
2019-05-01	AS	AS_CODESHARE	AS	2677	QX	N637QX	2677	14679	SAN	San Diego, CA	14004	PAE	Everett, WA	1420	1414	-6	21	1435	1718	4	1720	1722	2	0		0	N	180	188	163	1	1080									
2019-05-03	AA	AA	AA	85	AA	N960NN	85	11057	CLT	Charlotte, NC	13303	MIA	Miami, FL	1701	1701	0	32	1733	1936	18	1918	1954	36	0		0	N	137	173	123	1	650	0	0	36	0	0				
2019-07-13	DL	DL	DL	318	DL	N974DL	318	10397	ATL	Atlanta, GA	14193	PNS	Pensacola, FL	1635	1635	0	11	1646	1632	4	1648	1636	-12	0		0	N	73	61	46	1	271									
2018-02-10	AA	AA_CODESHARE	AA	2849	EV	N600QX	2849	11298	DFW	Dallas/Fort Worth, TX	14674	SAF	Santa Fe, NM	910	902	-8	24	926	945	5	1011	950	-21	0		0	N	121	108	79	1	551									
2019-07-17	UA	UA	UA	2263	UA	N35271	2263	14771	SFO	San Francisco, CA	12892	LAX	Los Angeles, CA	1830	1825	-5	27	1852	1947	13	2013	2000	-13	0		0	N	103	95	55	1	337									
2018-04-04	AS	AS	AS	972	AS	N317AS	972	14747	SEA	Seattle, WA	14262	PSP	Palm Springs, CA	930	915	-15	18	933	1140	5	1208	1145	-23	0		0	N	158	150	127	1	987									
2018-05-18	WN	WN	WN	16	WN	N480WN	16	10423	AUS	Austin, TX	15016	STL	St. Louis, MO	1305	1308	3	8	1316	1454	3	1505	1457	-8	0		0	N	120	109	98	1	721									
2019-09-20	UA	UA_CODESHARE	UA	5335	OO	N788SK	5335	11292	DEN	Denver, CO	14869	SLC	Salt Lake City, UT	2215	2356	101	14	10	115	6	2351	121	90	0		0	N	96	85	65	1	391	0	3	0	0	87				
2018-09-02	AA	AA	AA	985	AA	N910AN	985	11278	DCA	Washington, DC	13930	ORD	Chicago, IL	1240	1232	-8	20	1252	1319	19	1356	1338	-18	0		0	N	136	126	87	1	612									
2019-08-28	AS	AS	AS	828	AS	N569AS	828	10299	ANC	Anchorage, AK	12173	HNL	Honolulu, HI	1535	1527	-8	19	1546	1909	5	1940	1914	-26	0		0	N	365	347	323	1	2777									
2019-01-30	DL	DL_CODESHARE	DL	5488	9E	N916XJ	5488	13487	MSP	Minneapolis, MN	11042	CLE	Cleveland, OH	1638	1647	9	13	1700	1918	15	1955	1933	-22	0		0	N	137	106	78	1	622									
2018-02-20	UA	UA	UA	390	UA	N73283	390	14771	SFO	San Francisco, CA	13930	ORD	Chicago, IL	1617	1639	22	12	1651	2216	2	2224	2218	-6	0		0	N	247	219	205	1	1846									
2018-11-04	AA	AA_CODESHARE	AA	5925	YV	N914FJ	5925	10561	BFL	Bakersfield, CA	14107	PHX	Phoenix, AZ	606	604	-2	17	621	832	11	841	843	2	0		0	N	95	99	71	1	425									
2019-01-04	UA	UA_CODESHARE	UA	5186	OO	N979SW	5186	13891	ONT	Ontario, CA	14771	SFO	San Francisco, CA	930	924	-6	15	939	1038	19	1105	1057	-8	0		0	N	95	93	59	1	363									
2018-07-30	DL	DL	DL	1430	DL	N358DN	1430	14679	SAN	San Diego, CA	10397	ATL	Atlanta, GA	1435	1455	20	34	1529	2208	24	2157	2232	35	0		0	N	262	277	219	1	1892	9	0	15	0	11				
2019-08-01	AA	AA_CODESHARE	AA	3340	MQ	N250NN	3340	11298	DFW	Dallas/Fort Worth, TX	12992	LIT	Little Rock, AR	1030	1030	0	32	1102	1151	4	1151	1155	4	0		0	N	81	85	49	1	304									
2019-01-29	AA	AA_CODESHARE	AA	5862	YV	N904FJ	5862	13158	MAF	Midland/Odessa, TX	11298	DFW	Dallas/Fort Worth, TX	805	753	-12	38	831	920	16	925	936	11	0		0	N	80	103	49	1	309									
2019-06-01	WN	WN	WN	2795	WN	N951WN	2795	12191	HOU	Houston, TX	13158	MAF	Midland/Odessa, TX	2105	2128	23	9	2137	2246	3	2235	2249	14	0		0	N	90	81	69	1	441									
2018-03-14	AA	AA_CODESHARE	AA	3645	MQ	N543EA	3645	13930	ORD	Chicago, IL	13076	LSE	La Crosse, WI	2030	2125	55	16	2141	2223	3	2137	2226	49	0		0	N	67	61	42	1	215	0	0	0	0	49				
2018-03-19	AA	AA	AA	1075	AA	N887NN	1075	11298	DFW	Dallas/Fort Worth, TX	11540	ELP	El Paso, TX	1845	1849	4	20	1909	1929	5	1936	1934	-2	0		0	N	111	105	80	1	551									
2019-08-07	DL	DL	DL	645	DL	N363NW	645	13487	MSP	Minneapolis, MN	11884	GEG	Spokane, WA	845	843	-2	17	900	936	4	947	940	-7	0		0	N	182	177	156	1	1175									
2018-02-13	AA	AA_CODESHARE	AA	3807	MQ	N261NN	3807	12278	ICT	Wichita, KS	11298	DFW	Dallas/Fort Worth, TX	1628	1634	6	10	1644	1740	9	1750	1749	-1	0		0	N	82	75	56	1	328									
2019-12-27	WN	WN	WN	2401	WN	N909WN	2401	11697	FLL	Fort Lauderdale, FL	11066	CMH	Columbus, OH	1420	1427	7	14	1441	1646	4	1700	1650	-10	0		0	N	160	143	125	1	973									
2019-02-10	UA	UA_CODESHARE	UA	3778	ZW	N431AW	3778	11109	COS	Colorado Springs, CO	11292	DEN	Denver, CO	1610	1601	-9	14	1615	1635	11	1700	1646	-14	0		0	N	50	45	20	1	73									
2018-01-06	AA	AA_CODESHARE	AA	6006	CP	N204NN	6006	12892	LAX	Los Angeles, CA	10140	ABQ	Albuquerque, NM	2105	2124	19	14	2138	2357	4	2358	1	3	0		0	N	113	97	79	1	677									
2019-06-24	AA	AA_CODESHARE	AA	3547	MQ	N687JS	3547	13930	ORD	Chicago, IL	10268	ALO	Waterloo, IA	1144	1140	-4	30	1210	1249	6	1251	1255	4	0		0	N	67	75	39	1	234									
2019-12-11	DL	DL	DL	2936	DL	N697DL	2936	13495	MSY	New Orleans, LA	10397	ATL	Atlanta, GA	1535	1532	-3	15	1547	1745	17	1804	1802	-2	0		0	N	89	90	58	1	425									
2018-04-22	UA	UA_CODESHARE	UA	3678	YX	N657RW	3678	13930	ORD	Chicago, IL	13198	MCI	Kansas City, MO	1752	1744	-8	24	1808	1910	5	1932	1915	-17	0		0	N	100	91	62	1	403									
2019-02-12	WN	WN	WN	269	WN	N218WN	269	15304	TPA	Tampa, FL	11278	DCA	Washington, DC	1230	1246	16	12	1258	1439	3	1450	1442	-8	0		0	N	140	116	101	1	814									
2018-09-30	WN	WN	WN	6448	WN	N8512U	6448	10821	BWI	Baltimore, MD	10721	BOS	Boston, MA	2015	2028	13	10	2038	2138	7	2145	2145	0	0		0	N	90	77	60	1	369									
2019-11-30	UA	UA	UA	2408	UA	N13750	2408	12264	IAD	Washington, DC	11042	CLE	Cleveland, OH	2205	2204	-1	14	2218	2309	8	2321	2317	-4	0		0	N	76	73	51	1	288									
2018-01-22	DL	DL_CODESHARE	DL	5406	EV	N738EV	5406	14524	RIC	Richmond, VA	11433	DTW	Detroit, MI	1300	1255	-5	8	1303	1430	5	1454	1435	-19	0		0	N	114	100	87	1	456									
2018-04-02	AA	AA	AA	2195	AA	N824NN	2195	11298	DFW	Dallas/Fort Worth, TX	10713	BOI	Boise, ID	1630	1635	5	14	1649	1853	7	1852	1900	8	0		0	N	202	205	184	1	1272									
2019-07-21	AA	AA	AA	1553	AA	N950NN	1553	14908	SNA	Santa Ana, CA	13930	ORD	Chicago, IL	1510	1558	48	18	1616	2139	28	2121	2207	46	0		0	N	251	249	203	1	1726	0	11	0	0	35				
2018-11-10	DL	DL_CODESHARE	DL	3836	OO	N440SW	3836	12884	LAN	Lansing, MI	11433	DTW	Detroit, MI	615	611	-4	38	649	710	6	706	716	10	0		0	N	51	65	21	1	74									
2019-10-20	AA	AA_CODESHARE	AA	3323	MQ	N854AE	3323	11298	DFW	Dallas/Fort Worth, TX	12915	LCH	Lake Charles, LA	1045	1035	-10	20	1055	1424	3	1210	1427		0		1	N	85			1	295									
2019-02-07	AA	AA_CODESHARE	AA	5977	YV	N922FJ	5977	11298	DFW	Dallas/Fort Worth, TX	13256	MFE	Mission/McAllen/Edinburg, TX	1835	1832	-3	14	1846	2004	3	2011	2007	-4	0		0	N	96	95	78	1	469									
2018-05-14	DL	DL_CODESHARE	DL	4140	OO	N418SW	4140	15096	SYR	Syracuse, NY	11433	DTW	Detroit, MI	925	922	-3	21	943	1101	11	1057	1112	15	0		0	N	92	110	78	1	374	0	0	15	0	0				
2018-10-04	WN	WN	WN	5	WN	N901WN	5	11259	DAL	Dallas, TX	12191	HOU	Houston, TX	800	804	4	7	811	853	5	905	858	-7	0		0	N	65	54	42	1	239									
2018-09-01	UA	UA	UA	1295	UA	N77536	1295	12892	LAX	Los Angeles, CA	12982	LIH	Lihue, HI	848	847	-1	14	901	1125	4	1145	1129	-16	0		0	N	357	342	324	1	2615									
2019-01-29	WN	WN	WN	1953	WN	N927WN	1953	10397	ATL	Atlanta, GA	11697	FLL	Fort Lauderdale, FL	700	659	-1	13	712	843	4	850	847	-3	0		0	N	110	108	91	1	581									
2019-12-19	AS	AS	AS	467	AS	N464AS	467	12892	LAX	Los Angeles, CA	14831	SJC	San Jose, CA	1610	1557	-13	27	1624	1715	18	1726	1733	7	0		0	N	76	96	51	1	308									
2019-12-14	UA	UA_CODESHARE	UA	4642	AX	N24128	4642	11292	DEN	Denver, CO	12094	HDN	Hayden, CO	920	1127	127	25	1152			1023			1	B	0	N	63			1	141									
2019-05-07	WN	WN	WN	1378	WN	N948WN	1378	11292	DEN	Denver, CO	12191	HOU	Houston, TX	1850	1913	23	15	1928	2252	11	2205	2303	58	0		0	N	135	170	144	1	883	0	0	35	0	23				
2019-03-17	UA	UA	UA	2351	UA	N478UA	2351	14107	PHX	Phoenix, AZ	14771	SFO	San Francisco, CA	1255	1254	-1	14	1308	1444	10	1501	1454	-7	0		0	N	126	120	96	1	651									
2018-01-13	WN	WN	WN	2697	WN	N284WN	2697	14893	SMF	Sacramento, CA	12889	LAS	Las Vegas, NV	1235	1229	-6	8	1237	1337	3	1355	1340	-15	0		0	N	80	71	60	1	397									
2019-11-08	UA	UA_CODESHARE	UA	5943	OO	N110SY	5943	14771	SFO	San Francisco, CA	11298	DFW	Dallas/Fort Worth, TX	1821	1859	38	16	1915	21	7	2359	28	29	0		0	N	218	209	186	1	1464	29	0	0	0	0				
2019-02-09	UA	UA	UA	420	UA	N462UA	420	12892	LAX	Los Angeles, CA	14771	SFO	San Francisco, CA	1400	1359	-1	17	1416	1514	8	1533	1522	-11	0		0	N	93	83	58	1	337									
2018-08-23	WN	WN	WN	143	WN	N8564Z	143	12889	LAS	Las Vegas, NV	14893	SMF	Sacramento, CA	1010	1019	9	11	1030	1131	4	1140	1135	-5	0		0	N	90	76	61	1	397									
2019-03-03	UA	UA_CODESHARE	UA	4343	EV	N11109	4343	12992	LIT	Little Rock, AR	12266	IAH	Houston, TX	1350	1345	-5	11	1356	1505	6	1525	1511	-14	0		0	N	95	86	69	1	374									
2018-09-16	DL	DL	DL	1071	DL	N358NW	1071	12953	LGA	New York, NY	13204	MCO	Orlando, FL	1150	1143	-7	26	1209	1418	5	1455	1423	-32	0		0	N	185	160	129	1	950									
2019-03-17	DL	DL_CODESHARE	DL	6240	G7	N655CA	6240	11433	DTW	Detroit, MI	15016	STL	St. Louis, MO	2010	2157	107	14	2211	2224	7	2055	2231	96	0		0	N	105	94	73	1	440	32	0	0	0	64				
2019-01-03	B6	B6	B6	472	B6	N644JB	472	14831	SJC	San Jose, CA	10721	BOS	Boston, MA	2046	2057	11	14	2111	518	7	513	525	12	0		0	N	327	328	307	1	2689									
2019-08-10	WN	WN	WN	3327	WN	N7881A	3327	12892	LAX	Los Angeles, CA	11292	DEN	Denver, CO	925	924	-1	18	942	1231	7	1245	1238	-7	0		0	N	140	134	109	1	862									
2018-09-22	WN	WN	WN	6653	WN	N8623F	6653	13232	MDW	Chicago, IL	14679	SAN	San Diego, CA	900	901	1	15	916	1058	2	1115	1100	-15	0		0	N	255	239	222	1	1728									
2018-12-28	AA	AA_CODESHARE	AA	5916	YV	N958LR	5916	13256	MFE	Mission/McAllen/Edinburg, TX	11298	DFW	Dallas/Fort Worth, TX	1933	2134	121	10	2144	2247	9	2109	2256	107	0		0	N	96	82	63	1	469	0	0	0	0	107				
2019-03-24	AA	AA	AA	1905	AA	N828AW	1905	11057	CLT	Charlotte, NC	10257	ALB	Albany, NY	1630	1625	-5	12	1637	1807	3	1831	1810	-21	0		0	N	121	105	90	1	646									
2019-07-19	AA	AA_CODESHARE	AA	5177	OH	N525AE	5177	11953	GNV	Gainesville, FL	11057	CLT	Charlotte, NC	1029	1021	-8	9	1030	1136	33	1204	1209	5	0		0	N	95	108	66	1	388									
2018-06-06	UA	UA	UA	748	UA	N505UA	748	11618	EWR	Newark, NJ	14771	SFO	San Francisco, CA	1859	1904	5	35	1939	2223	20	2221	2243	22	0		0	N	382	399	344	1	2565	0	0	22	0	0				
2018-08-21	AS	AS_CODESHARE	AS	2079	QX	N435QX	2079	10275	ALW	Walla Walla, WA	14747	SEA	Seattle, WA	1151	1309	78	9	1318	1400	9	1254	1409	75	0		0	N	63	60	42	1	213	0	0	75	0	0				
2018-01-19	UA	UA	UA	483	UA	N17730	483	10792	BUF	Buffalo, NY	13930	ORD	Chicago, IL	1718	1710	-8	19	1729	1749	8	1822	1757	-25	0		0	N	124	107	80	1	474									
2018-03-26	UA	UA	UA	2133	UA	N432UA	2133	13930	ORD	Chicago, IL	12889	LAS	Las Vegas, NV	1046	1059	13	15	1114	1255	6	1249	1301	12	0		0	N	243	242	221	1	1514									
2018-02-15	NK	NK	NK	612	NK	N616NK	612	12889	LAS	Las Vegas, NV	13487	MSP	Minneapolis, MN	46	34	-12	11	45	457	5	548	502	-46	0		0	N	182	148	132	1	1299									
2018-06-26	DL	DL	DL	1271	DL	N960DN	1271	10397	ATL	Atlanta, GA	10821	BWI	Baltimore, MD	1408	1406	-2	15	1421	1547	8	1602	1555	-7	0		0	N	114	109	86	1	577									
2018-06-17	AA	AA_CODESHARE	AA	5063	OH	N202PS	5063	11278	DCA	Washington, DC	15412	TYS	Knoxville, TN	1336	1853	317	27	1920	2022	6	1502	2028	326	0		0	N	86	95	62	1	437	14	0	9	0	303				
2018-11-27	DL	DL	DL	2322	DL	N3733Z	2322	13487	MSP	Minneapolis, MN	10713	BOI	Boise, ID	1950	1945	-5	13	1958	2138	5	2217	2143	-34	0		0	N	207	178	160	1	1142									
2018-12-15	B6	B6	B6	1202	B6	N958JB	1202	11697	FLL	Fort Lauderdale, FL	12478	JFK	New York, NY	1301	1323	22	15	1338	1547	4	1549	1551	2	0		0	N	168	148	129	1	1069									
2019-12-06	AA	AA	AA	1202	AA	N913NN	1202	11298	DFW	Dallas/Fort Worth, TX	12339	IND	Indianapolis, IN	1630	1632	2	12	1644	1921	6	1935	1927	-8	0		0	N	125	115	97	1	761									
2018-05-25	UA	UA_CODESHARE	UA	3810	ZW	N409AW	3810	11996	GSP	Greer, SC	12264	IAD	Washington, DC	600	550	-10	27	617	718	4	734	722	-12	0		0	N	94	92	61	1	384									
2019-03-18	WN	WN	WN	2069	WN	N7726A	2069	14831	SJC	San Jose, CA	12892	LAX	Los Angeles, CA	1955	1947	-8	15	2002	2053	4	2120	2057	-23	0		0	N	85	70	51	1	308									
2018-07-12	B6	B6	B6	1165	B6	N519JB	1165	10721	BOS	Boston, MA	14635	RSW	Fort Myers, FL	2159	2151	-8	16	2207	48	4	119	52	-27	0		0	N	200	181	161	1	1249									
2019-05-17	DL	DL	DL	2567	DL	N969DL	2567	12278	ICT	Wichita, KS	10397	ATL	Atlanta, GA	1723	1925	122	9	1934	2214	5	2030	2219	109	0		0	N	127	114	100	1	782	0	0	0	0	109				
2018-07-06	WN	WN	WN	2160	WN	N263WN	2160	14570	RNO	Reno, NV	12889	LAS	Las Vegas, NV	635	634	-1	9	643	737	5	750	742	-8	0		0	N	75	68	54	1	345									
2019-12-27	AA	AA	AA	2284	AA	N744P	2284	14570	RNO	Reno, NV	14107	PHX	Phoenix, AZ	2130	2125	-5	12	2137	2359	4	10	3	-7	0		0	N	100	98	82	1	601									
2018-12-11	WN	WN	WN	2125	WN	N202WN	2125	14107	PHX	Phoenix, AZ	14908	SNA	Santa Ana, CA	740	735	-5	10	745	742	3	755	745	-10	0		0	N	75	70	57	1	338									
2018-09-21	WN	WN	WN	5230	WN	N932WN	5230	11278	DCA	Washington, DC	10693	BNA	Nashville, TN	610	610	0	16	626	648	4	655	652	-3	0		0	N	105	102	82	1	562									
2019-01-25	WN	WN	WN	3988	WN	N966WN	3988	15370	TUL	Tulsa, OK	15016	STL	St. Louis, MO	1630	1628	-2	9	1637	1728	4	1745	1732	-13	0		0	N	75	64	51	1	351									
2018-08-19	UA	UA_CODESHARE	UA	5677	OO	N110SY	5677	14869	SLC	Salt Lake City, UT	13930	ORD	Chicago, IL	901	901	0	20	921	1303	13	1316	1316	0	0		0	N	195	195	162	1	1250									
2018-05-28	WN	WN	WN	5580	WN	N410WN	5580	14831	SJC	San Jose, CA	13891	ONT	Ontario, CA	1410	1410	0	10	1420	1513	3	1520	1516	-4	0		0	N	70	66	53	1	333									
2018-10-01	DL	DL_CODESHARE	DL	3760	OO	N270SY	3760	12953	LGA	New York, NY	13930	ORD	Chicago, IL	1515	1513	-2	14	1527	1629	10	1659	1639	-20	0		0	N	164	146	122	1	733									
2019-11-24	AA	AA_CODESHARE	AA	3104	OO	N748SK	3104	11298	DFW	Dallas/Fort Worth, TX	15412	TYS	Knoxville, TN	712	709	-3	27	736	1013	7	1023	1020	-3	0		0	N	131	131	97	1	771									
2019-07-23	NK	NK	NK	180	NK	N686NK	180	11697	FLL	Fort Lauderdale, FL	12953	LGA	New York, NY	1125	1258	93	25	1323	1546	10	1429	1556	87	0		0	N	184	178	143	1	1076	0	0	87	0	0				
2019-04-30	DL	DL_CODESHARE	DL	4206	OO	N290SY	4206	11433	DTW	Detroit, MI	10599	BHM	Birmingham, AL	1005	959	-6	20	1019	1055	3	1109	1058	-11	0		0	N	124	119	96	1	625									
2019-12-01	WN	WN	WN	2710	WN	N220WN	2710	13796	OAK	Oakland, CA	13891	ONT	Ontario, CA	1305	1309	4	12	1321	1419	4	1425	1423	-2	0		0	N	80	74	58	1	362									
2018-12-30	UA	UA	UA	729	UA	N830UA	729	11298	DFW	Dallas/Fort Worth, TX	13930	ORD	Chicago, IL	800	756	-4	11	807	947	3	1017	950	-27	0		0	N	137	114	100	1	801									
2019-11-10	DL	DL	DL	1977	DL	N366NB	1977	14869	SLC	Salt Lake City, UT	11884	GEG	Spokane, WA	844	839	-5	12	851	914	3	932	917	-15	0		0	N	108	98	83	1	546									
2018-11-22	AS	AS_CODESHARE	AS	2074	QX	N433QX	2074	14747	SEA	Seattle, WA	11648	FCA	Kalispell, MT	1059	1057	-2	15	1112	1314	6	1333	1320	-13	0		0	N	94	83	62	1	379									
2018-11-18	F9	F9	F9	544	F9	N926FR	544	11292	DEN	Denver, CO	11278	DCA	Washington, DC	700	657	-3	23	720	1202	5	1224	1207	-17	0		0	N	204	190	162	1	1476									
2019-12-11	WN	WN	WN	1744	WN	N796SW	1744	12892	LAX	Los Angeles, CA	14831	SJC	San Jose, CA	1105	1125	20	12	1137	1231	2	1220	1233	13	0		0	N	75	68	54	1	308									
2018-05-22	UA	UA	UA	700	UA	N417UA	700	10721	BOS	Boston, MA	11618	EWR	Newark, NJ	805	759	-6	16	815	858	6	923	904	-19	0		0	N	78	65	43	1	200									
2019-04-25	UA	UA_CODESHARE	UA	5698	OO	N924SW	5698	13930	ORD	Chicago, IL	14696	SBN	South Bend, IN	2000	1954	-6	18	2012	2129	5	2154	2134	-20	0		0	N	54	40	17	1	84									
2019-01-28	AA	AA_CODESHARE	AA	5001	PT	N686AE	5001	14100	PHL	Philadelphia, PA	11986	GRR	Grand Rapids, MI	1835	1843	8	32	1915	2048	16	2048	2104	16	0		0	N	133	141	93	1	573	0	8	8	0	0				
2018-10-10	UA	UA	UA	1882	UA	N595UA	1882	12892	LAX	Los Angeles, CA	11618	EWR	Newark, NJ	2325	2320	-5	20	2340	701	5	734	706	-28	0		0	N	309	286	261	1	2454									
2018-04-18	UA	UA	UA	272	UA	N74856	272	13204	MCO	Orlando, FL	13930	ORD	Chicago, IL	925	923	-2	19	942	1110	14	1118	1124	6	0		0	N	173	181	148	1	1005									
2019-02-22	AA	AA	AA	2190	AA	N814AW	2190	14893	SMF	Sacramento, CA	12892	LAX	Los Angeles, CA	555	551	-4	12	603	657	15	733	712	-21	0		0	N	98	81	54	1	373									
2019-08-30	AA	AA_CODESHARE	AA	5856	YV	N934FJ	5856	11481	ECP	Panama City, FL	11298	DFW	Dallas/Fort Worth, TX	655	652	-3	11	703	839	7	915	846	-29	0		0	N	140	114	96	1	685									
2018-05-08	UA	UA_CODESHARE	UA	5890	OO	N109SY	5890	10423	AUS	Austin, TX	12892	LAX	Los Angeles, CA	1910	1900	-10	13	1913	1957	19	2050	2016	-34	0		0	N	220	196	164	1	1242									
2018-10-27	UA	UA	UA	2154	UA	N62849	2154	12264	IAD	Washington, DC	12892	LAX	Los Angeles, CA	826	831	5	14	845	1032	7	1054	1039	-15	0		0	N	328	308	287	1	2288									
2018-12-16	AA	AA	AA	332	AA	N986NN	332	13303	MIA	Miami, FL	12953	LGA	New York, NY	1707	1702	-5	55	1757	2027	6	2001	2033	32	0		0	N	174	211	150	1	1096	0	0	32	0	0				
2019-10-23	WN	WN	WN	1903	WN	N7881A	1903	14057	PDX	Portland, OR	14107	PHX	Phoenix, AZ	1530	1530	0	12	1542	1743	7	1805	1750	-15	0		0	N	155	140	121	1	1009									
2018-11-07	UA	UA	UA	2211	UA	N27724	2211	13485	MSN	Madison, WI	13930	ORD	Chicago, IL	700	656	-4	10	706	738	16	805	754	-11	0		0	N	65	58	32	1	109									
2019-03-03	UA	UA_CODESHARE	UA	5263	OO	N743SK	5263	12266	IAH	Houston, TX	14869	SLC	Salt Lake City, UT	1155	1212	17	35	1247	1504	3	1420	1507	47	0		0	N	205	235	197	1	1195	17	0	30	0	0				
2019-02-20	WN	WN	WN	2272	WN	N240WN	2272	13198	MCI	Kansas City, MO	14492	RDU	Raleigh/Durham, NC	1605	1603	-2	17	1620	1919	3	1915	1922	7	0		0	N	130	139	119	1	904									
2018-05-21	AA	AA_CODESHARE	AA	4014	MQ	N694AE	4014	13930	ORD	Chicago, IL	13367	MLI	Moline, IL	1505	1522	17	35	1557	1627	4	1557	1631	34	0		0	N	52	69	30	1	139	10	0	17	0	7				
2019-09-26	WN	WN	WN	1039	WN	N8318F	1039	12758	KOA	Kona, HI	12173	HNL	Honolulu, HI	700	652	-8	11	703	736	3	750	739	-11	0		0	N	50	47	33	1	163									
2018-03-17	AA	AA_CODESHARE	AA	5761	YV	N958LR	5761	14570	RNO	Reno, NV	14107	PHX	Phoenix, AZ	1915	1943	28	16	1959	2125	5	2102	2130	28	0		0	N	107	107	86	1	601	3	0	0	0	25				
2019-12-24	B6	B6	B6	1059	B6	N316JB	1059	10721	BOS	Boston, MA	14100	PHL	Philadelphia, PA	1227	1213	-14	12	1225	1328	10	1405	1338	-27	0		0	N	98	85	63	1	280									
2018-10-27	WN	WN	WN	3842	WN	N916WN	3842	11259	DAL	Dallas, TX	12896	LBB	Lubbock, TX	1705	1702	-3	7	1709	1756	2	1810	1758	-12	0		0	N	65	56	47	1	293									
2018-11-01	AA	AA	AA	1741	AA	N185UW	1741	11057	CLT	Charlotte, NC	14635	RSW	Fort Myers, FL	2010	2008	-2	13	2021	2145	3	2206	2148	-18	0		0	N	116	100	84	1	600									
2019-07-21	AA	AA_CODESHARE	AA	5508	OH	N213PS	5508	15096	SYR	Syracuse, NY	11278	DCA	Washington, DC	626	616	-10	11	627	730	2	750	732	-18	0		0	N	84	76	63	1	298									
2019-01-16	AA	AA_CODESHARE	AA	4896	PT	N631AE	4896	10868	CAE	Columbia, SC	11057	CLT	Charlotte, NC	523	605	42	33	638	703	12	626	715	49	0		0	N	63	70	25	1	88	0	42	7	0	0				
2018-07-13	DL	DL_CODESHARE	DL	4553	OO	N251SY	4553	14747	SEA	Seattle, WA	14057	PDX	Portland, OR	940	938	-2	15	953	1023	4	1040	1027	-13	0		0	N	60	49	30	1	129									
2019-06-24	AA	AA	AA	2239	AA	N190AA	2239	13303	MIA	Miami, FL	11298	DFW	Dallas/Fort Worth, TX	1054	1127	33	9	1136	1315	9	1303	1324	21	0		0	N	189	177	159	1	1121	21	0	0	0	0				
2019-08-13	DL	DL_CODESHARE	DL	4610	OO	N253SY	4610	14869	SLC	Salt Lake City, UT	15041	SUN	Sun Valley/Hailey/Ketchum, ID	1110	1105	-5	20	1125	1202	2	1218	1204	-14	0		0	N	68	59	37	1	222									
2018-08-08	WN	WN	WN	1130	WN	N407WN	1130	11292	DEN	Denver, CO	13232	MDW	Chicago, IL	1830	1934	64	11	1945	2244	4	2150	2248	58	0		0	N	140	134	119	1	895	15	0	0	0	43				
2018-11-21	DL	DL_CODESHARE	DL	4587	OO	N271SY	4587	10693	BNA	Nashville, TN	12953	LGA	New York, NY	1355	1353	-2	16	1409	1706	7	1715	1713	-2	0		0	N	140	140	117	1	764									
2018-10-27	AA	AA	AA	2207	AA	N914NN	2207	11298	DFW	Dallas/Fort Worth, TX	11066	CMH	Columbus, OH	1830	1823	-7	19	1842	2146	5	2157	2151	-6	0		0	N	147	148	124	1	926									
2018-08-02	DL	DL_CODESHARE	DL	4759	OO	N917EV	4759	11337	DLH	Duluth, MN	13487	MSP	Minneapolis, MN	1411	1410	-1	25	1435	1507	4	1512	1511	-1	0		0	N	61	61	32	1	144									
2018-08-24	WN	WN	WN	1483	WN	N7856A	1483	12892	LAX	Los Angeles, CA	11292	DEN	Denver, CO	1910	1922	12	11	1933	2220	6	2225	2226	1	0		0	N	135	124	107	1	862									
2019-01-01	UA	UA	UA	201	UA	N778UA	201	12173	HNL	Honolulu, HI	12016	GUM	Guam, TT	1515	1522	7	24	1546	1847	4	1905	1851	-14	0		0	N	470	449	421	1	3801									
2019-05-07	B6	B6	B6	1992	B6	N556JB	1992	15304	TPA	Tampa, FL	10721	BOS	Boston, MA	752	746	-6	13	759	1040	7	1053	1047	-6	0		0	N	181	181	161	1	1185									
